video_name,label,success,absdiff_std,bvp_std,d3_temporal_score,highfreq_score,patch_corr_mean,patch_signal_std_mean,pseudo_snr_db
00703--7tiy3Q705w8_12--AniPortraitVideo.mp4,,True,0.015991476413507403,0.04674567910262972,1.7509710788726807,0.016731249168515205,0.09752554433903135,0.16016483040244928,-5.894111522980786
00865--kLWS8Kn4XKg_0--AniPortraitVideo.mp4,,True,0.01451978525413034,0.05398595273061896,1.603378415107727,0.028124067932367325,0.08599316324426393,0.1916062947005715,-0.5459421917500089
01474--xrvwv7kdiXk_20--AniPortraitVideo.mp4,,True,0.018587589013610635,0.08386144716101548,1.8183437585830688,0.03412101790308952,0.17518686850181403,0.42192951378771615,-0.4566579052203811
01636--oJJS0WAqTAo_14--AniPortraitVideo.mp4,,True,0.006200137607312164,0.021018452856667823,1.0895458459854126,0.031242715194821358,0.053056497919611804,0.10059365651885012,-3.382783645207708
01661--9nq78d6CRTE_12--AniPortraitVideo.mp4,,True,0.014036096946561421,0.056307458946376426,1.4445304870605469,0.028861818835139275,0.11385328550724974,0.2037660092738186,-5.727132440196455
02184--A_bC8fF6WZE_2--AniPortraitVideo.mp4,,True,0.014664592096936142,0.04522466654701647,1.3303388357162476,0.030855370685458183,0.17505568570320681,0.12486340802021026,-4.94094041967443
02284---LCqZeb1de0_2--AniPortraitVideo.mp4,,True,0.011654353311748652,0.041115357821458996,1.2296514511108398,0.026657145470380783,0.08691292957664432,0.17522288897735025,-0.3602562119057256
03642--O0UH-hyZnHg_0--AniPortraitVideo.mp4,,True,0.015614444266430176,0.0514393863099478,1.163735032081604,0.032777562737464905,0.09990771088681541,0.20725611207053515,-5.370071317197468
03721--aWsc5Zc9kyw_18--AniPortraitVideo.mp4,,True,0.019521182790387417,0.0815949306728224,1.9124126434326172,0.020506348460912704,0.15028065912882538,0.2514695994417823,-3.63565972758869
03810--5mAI-v1nfOw_0--AniPortraitVideo.mp4,,True,0.012886639925700267,0.049736697460742225,1.584388256072998,0.030022604390978813,0.08909753750352654,0.2396773447515589,-3.598283018913633
04229--eXzoP6NYjRk_1--AniPortraitVideo.mp4,,True,0.01876343312761871,0.05136838009243254,3.0008533000946045,0.009012642316520214,0.12112010639257459,0.1741556553834862,-3.053651925309456
04584--O0UH-hyZnHg_8--AniPortraitVideo.mp4,,True,0.015532368478648398,0.055559746652849476,1.550734281539917,0.02023833990097046,0.0765737263143383,0.24940466133823452,-3.0707763076022196
05377--6K1RzetttOA_52--AniPortraitVideo.mp4,,True,0.025684112848811395,0.09318941361180991,2.985844373703003,0.038691356778144836,0.10642419250739182,0.4399884499223455,0.2578684416535781
06053--HfEK1I-lBvQ_0--AniPortraitVideo.mp4,,True,0.005948459756887939,0.02130162209598792,0.8378998041152954,0.040048155933618546,0.07414202919683029,0.10723739116057321,-1.512396453727181
06285--R1k_1p3mitg_7--AniPortraitVideo.mp4,,True,0.04012529316626147,0.10453724157774513,1.5858566761016846,0.01922277733683586,0.16952692366859878,0.28271108121005334,-7.833159224422489
07581--944BOVL_y_U_1--AniPortraitVideo.mp4,,True,0.007711100308970492,0.025187540480887,1.668128490447998,0.04634758085012436,0.06732590433499881,0.2616919025946742,-5.04593402442831
07894--pwz5-eyCgXE_2--AniPortraitVideo.mp4,,True,0.011566417130734767,0.04479076072365054,2.531633138656616,0.03463834151625633,0.13399720127050616,0.13030905052039943,-4.958236971983231
07908--3kSvtdUcsHk_13--AniPortraitVideo.mp4,,True,0.012284090851584367,0.05531862140324578,1.188044548034668,0.044027071446180344,0.16305860321765703,0.19283947170280008,-1.7554505081447997
08056--cyel18g9q0s_47--AniPortraitVideo.mp4,,True,0.014096413304977086,0.0564922954663025,1.5473849773406982,0.024980682879686356,0.10283508700398651,0.2956947082827417,-6.311030005343257
08288--SVSzVDnvkHw_0--AniPortraitVideo.mp4,,True,0.011056887172876789,0.03433259768425633,1.6139284372329712,0.04171029478311539,0.08962315906668583,0.14821988236848016,-3.3975935864880693
08536--1OV_pCU4dJU_2--AniPortraitVideo.mp4,,True,0.02212744518152366,0.07756828283847256,1.495542049407959,0.04131114110350609,0.1586236080233036,0.24441427042956865,-4.410147547367809
