video_name,pred_class,pred_confidence,proba_real,proba_diffusion,proba_deepfake
00703--7tiy3Q705w8_12--AniPortraitVideo.mp4,real,0.4269852340221405,0.4269852340221405,0.1519516259431839,0.4210631549358368
00865--kLWS8Kn4XKg_0--AniPortraitVideo.mp4,real,0.47216281294822693,0.47216281294822693,0.353371262550354,0.17446589469909668
01474--xrvwv7kdiXk_20--AniPortraitVideo.mp4,real,0.6921380162239075,0.6921380162239075,0.17276626825332642,0.1350957602262497
01636--oJJS0WAqTAo_14--AniPortraitVideo.mp4,real,0.451046347618103,0.451046347618103,0.12494804710149765,0.4240056276321411
01661--9nq78d6CRTE_12--AniPortraitVideo.mp4,real,0.4262178838253021,0.4262178838253021,0.24233251810073853,0.33144956827163696
02184--A_bC8fF6WZE_2--AniPortraitVideo.mp4,real,0.7533972263336182,0.7533972263336182,0.06319854408502579,0.18340422213077545
02284---LCqZeb1de0_2--AniPortraitVideo.mp4,deepfake,0.4701867699623108,0.42203694581985474,0.1077762320637703,0.4701867699623108
03642--O0UH-hyZnHg_0--AniPortraitVideo.mp4,deepfake,0.6060965061187744,0.28552863001823425,0.1083749383687973,0.6060965061187744
03721--aWsc5Zc9kyw_18--AniPortraitVideo.mp4,real,0.6462553143501282,0.6462553143501282,0.04106493294239044,0.3126797676086426
03810--5mAI-v1nfOw_0--AniPortraitVideo.mp4,real,0.5549935698509216,0.5549935698509216,0.1410578042268753,0.30394861102104187
04229--eXzoP6NYjRk_1--AniPortraitVideo.mp4,deepfake,0.7283109426498413,0.2683880925178528,0.0033009720500558615,0.7283109426498413
04584--O0UH-hyZnHg_8--AniPortraitVideo.mp4,real,0.6792334318161011,0.6792334318161011,0.07309968769550323,0.24766692519187927
05377--6K1RzetttOA_52--AniPortraitVideo.mp4,deepfake,0.7335136532783508,0.21236832439899445,0.05411800742149353,0.7335136532783508
06053--HfEK1I-lBvQ_0--AniPortraitVideo.mp4,real,0.6023076772689819,0.6023076772689819,0.12701718509197235,0.2706751525402069
06285--R1k_1p3mitg_7--AniPortraitVideo.mp4,real,0.5819032788276672,0.5819032788276672,0.20160748064517975,0.2164893001317978
07581--944BOVL_y_U_1--AniPortraitVideo.mp4,real,0.6967875957489014,0.6967875957489014,0.18267738819122314,0.12053503096103668
07894--pwz5-eyCgXE_2--AniPortraitVideo.mp4,real,0.6675364375114441,0.6675364375114441,0.03797929733991623,0.2944842576980591
07908--3kSvtdUcsHk_13--AniPortraitVideo.mp4,real,0.4689137935638428,0.4689137935638428,0.12773597240447998,0.40335026383399963
08056--cyel18g9q0s_47--AniPortraitVideo.mp4,real,0.5050710439682007,0.5050710439682007,0.16027621924877167,0.33465269207954407
08288--SVSzVDnvkHw_0--AniPortraitVideo.mp4,real,0.5593382120132446,0.5593382120132446,0.14178213477134705,0.2988796830177307
08536--1OV_pCU4dJU_2--AniPortraitVideo.mp4,real,0.7076237201690674,0.7076237201690674,0.09593959152698517,0.19643668830394745
08769--jJcg8J0bEqI_10--AniPortraitVideo.mp4,real,0.5382647514343262,0.5382647514343262,0.15253093838691711,0.3092043101787567
08798--4AY4OziyqyI_7--AniPortraitVideo.mp4,deepfake,0.5614691972732544,0.2685159146785736,0.1700148582458496,0.5614691972732544
09428--R2DhcfXooy8_4--AniPortraitVideo.mp4,deepfake,0.5320529341697693,0.43470874428749084,0.033238306641578674,0.5320529341697693
